ov_id,station_id
DKCOAST147 ,DKMONCW94430005 
DKCOAST147 ,DKMONCW94460005 
DKCOAST147 ,DKMONCW94460120 
DKCOAST147 ,DKMONCW94400051 
DKCOAST147 ,DKMONCW94400055 
DKCOAST148 ,DKMONCW93000168 
DKCOAST154 ,DKMONCW93010001 
DKCOAST154 ,DKMONCW93010002 
DKCOAST154 ,DKMONCW93010017 
DKCOAST154 ,DKMONCW93010021 
DKCOAST154 ,DKMONCW93010010 
DKCOAST154 ,DKMONCW93010019 
DKCOAST154 ,DKMONCW93010020 
DKCOAST154 ,DKMONCW93010003 
DKCOAST154 ,DKMONCW93010004 
DKCOAST157 ,DKMONCW93740007 
DKCOAST157 ,DKMONCW93740004 
DKCOAST157 ,DKMONCW93740011 
DKCOAST157 ,DKMONCW93740001 
DKCOAST157 ,DKMONCW93740002 
DKCOAST157 ,DKMONCW93740005 
DKCOAST157 ,DKMONCW93740006 
DKCOAST157 ,DKMONCW93740008 
DKCOAST157 ,DKMONCW93740012 
DKCOAST157 ,DKMONCW93740049 
DKCOAST157 ,DKMONCW93740121 
DKCOAST157 ,DKMONCW93740118 
DKCOAST157 ,DKMONCW93740136 
DKCOAST157 ,DKMONCW93740132 
DKCOAST157 ,DKMONCW93740113 
DKCOAST157 ,DKMONCW93740115 
DKCOAST157 ,DKMONCW93740172 
DKCOAST157 ,DKMONCW93740171 
DKCOAST157 ,DKMONCW93740013 
DKCOAST157 ,DKMONCW93740079 
DKCOAST157 ,DKMONCW93740080 
DKCOAST158 ,DKMONCW93720009 
DKCOAST158 ,DKMONCW93740140 
DKCOAST158 ,DKMONCW93740152 
DKCOAST158 ,DKMONCW93740149 
DKCOAST158 ,DKMONCW93740015 
DKCOAST158 ,DKMONCW93740076 
DKCOAST159 ,DKMONCW93610035 
DKCOAST159 ,DKMONCW93610034 
DKCOAST159 ,DKMONCW93610032 
DKCOAST159 ,DKMONCW93610019 
DKCOAST159 ,DKMONCW93610022 
DKCOAST159 ,DKMONCW93610081 
DKCOAST159 ,DKMONCW93610142 
DKCOAST159 ,DKMONCW93610141 
DKCOAST159 ,DKMONCW93610233 
DKCOAST159 ,DKMONCW93610173 
DKCOAST159 ,DKMONCW93610104 
DKCOAST159 ,DKMONCW93610112 
DKCOAST159 ,DKMONCW93610113 
DKCOAST159 ,DKMONCW93610126 
DKCOAST160 ,DKMONCW93610033 
DKCOAST160 ,DKMONCW93610083 
DKCOAST160 ,DKMONCW93610191 
DKCOAST160 ,DKMONCW93610196 
DKCOAST160 ,DKMONCW93610225 
DKCOAST160 ,DKMONCW93610227 
DKCOAST160 ,DKMONCW93610105 
DKCOAST160 ,DKMONCW93610232 
DKCOAST160 ,DKMONCW93610234 
DKCOAST160 ,DKMONCW93610127 
DKCOAST163 ,DKMONCW93900029 
DKCOAST163 ,DKMONCW93900038 
DKCOAST165 ,DKMONCW93240004 
DKCOAST165 ,DKMONCW93240011 
DKCOAST165 ,DKMONCW93240057 
DKCOAST165 ,DKMONCW93240072 
DKCOAST165 ,DKMONCW93240070 
DKCOAST165 ,DKMONCW93240065 
DKCOAST165 ,DKMONCW93210069 
DKCOAST165 ,DKMONCW93240052 
DKCOAST165 ,DKMONCW93240036 
DKCOAST165 ,DKMONCW93240073 
DKCOAST165 ,DKMONCW93240074 
DKCOAST200 ,DKMONCW93110002 
DKCOAST200 ,DKMONCW93100003 
DKCOAST200 ,DKMONCW93100004 
DKCOAST200 ,DKMONCW97300002 
DKCOAST200 ,DKMONCW93100011 
DKCOAST200 ,DKMONCW97300018 
DKCOAST200 ,DKMONCW93300037 
DKCOAST200 ,DKMONCW93110022 
DKCOAST200 ,DKMONCW93310016 
DKCOAST201 ,DKMONCW97120010 
DKCOAST201 ,DKMONCW97120028 
DKCOAST201 ,DKMONCW97120114 
DKCOAST201 ,DKMONCW97120092 
DKCOAST201 ,DKMONCW97120088 
DKCOAST201 ,DKMONCW97120085 
DKCOAST201 ,DKMONCW97120115 
DKCOAST201 ,DKMONCW97120082 
DKCOAST201 ,DKMONCW97120074 
DKCOAST201 ,DKMONCW97120081 
DKCOAST201 ,DKMONCW97130005 
DKCOAST201 ,DKMONCW97120062 
DKCOAST201 ,DKMONCW97120112 
DKCOAST201 ,DKMONCW97120116 
DKCOAST201 ,DKMONCW97120117 
DKCOAST201 ,DKMONCW97120118 
DKCOAST201 ,DKMONCW97120002 
DKCOAST202 ,DKMONCW93000271 
DKCOAST202 ,DKMONCW93100053 
DKCOAST204 ,DKMONCW96130005 
DKCOAST204 ,DKMONCW96120001 
DKCOAST204 ,DKMONCW96120002 
DKCOAST204 ,DKMONCW96130036 
DKCOAST204 ,DKMONCW96130046 
DKCOAST204 ,DKMONCW96130043 
DKCOAST204 ,DKMONCW96130059 
DKCOAST204 ,DKMONCW96120028 
DKCOAST204 ,DKMONCW96120029 
DKCOAST204 ,DKMONCW96120031 
DKCOAST204 ,DKMONCW96120030 
DKCOAST204 ,DKMONCW96130061 
DKCOAST205 ,DKMONCW93100009 
DKCOAST205 ,DKMONCW93300008 
DKCOAST205 ,DKMONCW93300091 
DKCOAST205 ,DKMONCW93100057 
DKCOAST205 ,DKMONCW93300093 
DKCOAST206 ,DKMONCW96220008 
DKCOAST206 ,DKMONCW96200006 
DKCOAST206 ,DKMONCW96220205 
DKCOAST206 ,DKMONCW96200007 
DKCOAST206 ,DKMONCW96200009 
DKCOAST206 ,DKMONCW96220322 
DKCOAST206 ,DKMONCW96220364 
DKCOAST206 ,DKMONCW96220387 
DKCOAST206 ,DKMONCW96220341 
DKCOAST206 ,DKMONCW96220435 
DKCOAST206 ,DKMONCW96220349 
DKCOAST206 ,DKMONCW96220350 
DKCOAST206 ,DKMONCW96220353 
DKCOAST206 ,DKMONCW96210049 
DKCOAST206 ,DKMONCW96200332 
DKCOAST206 ,DKMONCW96200338 
DKCOAST206 ,DKMONCW96200333 
DKCOAST206 ,DKMONCW96200325 
DKCOAST206 ,DKMONCW96200339 
DKCOAST206 ,DKMONCW96420199 
DKCOAST206 ,DKMONCW96420200 
DKCOAST206 ,DKMONCW96220389 
DKCOAST206 ,DKMONCW96140029 
DKCOAST206 ,DKMONCW96200312 
DKCOAST206 ,DKMONCW96210020 
DKCOAST206 ,DKMONCW96220430 
DKCOAST206 ,DKMONCW96100080 
DKCOAST206 ,DKMONCW96200313 
DKCOAST207 ,DKMONCW96420001 
DKCOAST207 ,DKMONCW96420163 
DKCOAST207 ,DKMONCW96420167 
DKCOAST207 ,DKMONCW96420191 
DKCOAST207 ,DKMONCW96420183 
DKCOAST207 ,DKMONCW96420187 
DKCOAST207 ,DKMONCW96420186 
DKCOAST207 ,DKMONCW96420172 
DKCOAST207 ,DKMONCW96420165 
DKCOAST207 ,DKMONCW96420166 
DKCOAST207 ,DKMONCW96420202 
DKCOAST208 ,DKMONCW96420198 
DKCOAST208 ,DKMONCW96420197 
DKCOAST208 ,DKMONCW96420195 
DKCOAST208 ,DKMONCW96420194 
DKCOAST208 ,DKMONCW96420196 
DKCOAST208 ,DKMONCW98210011 
DKCOAST208 ,DKMONCW98210012 
DKCOAST208 ,DKMONCW96420193 
DKCOAST208 ,DKMONCW98200069 
DKCOAST208 ,DKMONCW98210008 
DKCOAST209 ,DKMONCW98220043 
DKCOAST209 ,DKMONCW96250056 
DKCOAST209 ,DKMONCW96250152 
DKCOAST209 ,DKMONCW98220046 
DKCOAST209 ,DKMONCW98220057 
DKCOAST209 ,DKMONCW98220053 
DKCOAST209 ,DKMONCW98220050 
DKCOAST209 ,DKMONCW98220052 
DKCOAST209 ,DKMONCW98220054 
DKCOAST209 ,DKMONCW96250168 
DKCOAST209 ,DKMONCW96250172 
DKCOAST209 ,DKMONCW96250173 
DKCOAST209 ,DKMONCW96250057 
DKCOAST209 ,DKMONCW98220015 
DKCOAST209 ,DKMONCW98220061 
DKCOAST209 ,DKMONCW98220062 
DKCOAST209 ,DKMONCW96250157 
DKCOAST209 ,DKMONCW96250158 
DKCOAST211 ,DKMONCW99000114 
DKCOAST211 ,DKMONCW99000115 
DKCOAST211 ,DKMONCW99000118 
DKCOAST211 ,DKMONCW97100016 
DKCOAST211 ,DKMONCW99000048 
DKCOAST211 ,DKMONCW99000054 
DKCOAST211 ,DKMONCW99200059 
DKCOAST212 ,DKMONCW96510002 
DKCOAST212 ,DKMONCW96510149 
DKCOAST212 ,DKMONCW96510136 
DKCOAST212 ,DKMONCW96510137 
DKCOAST212 ,DKMONCW96510138 
DKCOAST212 ,DKMONCW96510140 
DKCOAST212 ,DKMONCW96510139 
DKCOAST212 ,DKMONCW96510121 
DKCOAST212 ,DKMONCW96510124 
DKCOAST214 ,DKMONCW96510001 
DKCOAST214 ,DKMONCW96520006 
DKCOAST214 ,DKMONCW96540004 
DKCOAST214 ,DKMONCW96540015 
DKCOAST214 ,DKMONCW96510005 
DKCOAST214 ,DKMONCW96530018 
DKCOAST214 ,DKMONCW96510032 
DKCOAST214 ,DKMONCW96510125 
DKCOAST214 ,DKMONCW96540059 
DKCOAST214 ,DKMONCW96540062 
DKCOAST214 ,DKMONCW96530293 
DKCOAST214 ,DKMONCW96530292 
DKCOAST214 ,DKMONCW96510141 
DKCOAST214 ,DKMONCW96510150 
DKCOAST214 ,DKMONCW96530124 
DKCOAST214 ,DKMONCW96540078 
DKCOAST214 ,DKMONCW96540058 
DKCOAST214 ,DKMONCW96510112 
DKCOAST214 ,DKMONCW96520101 
DKCOAST214 ,DKMONCW96530113 
DKCOAST214 ,DKMONCW96530112 
DKCOAST214 ,DKMONCW96540079 
DKCOAST215 ,DKMONCW96100096 
DKCOAST215 ,DKMONCW96400058 
DKCOAST216 ,DKMONCW95600002 
DKCOAST216 ,DKMONCW95500001 
DKCOAST216 ,DKMONCW95600001 
DKCOAST216 ,DKMONCW95600010 
DKCOAST216 ,DKMONCW95800003 
DKCOAST216 ,DKMONCW95500005 
DKCOAST216 ,DKMONCW95600026 
DKCOAST216 ,DKMONCW95630004 
DKCOAST216 ,DKMONCW95800002 
DKCOAST216 ,DKMONCW95500057 
DKCOAST216 ,DKMONCW95660020 
DKCOAST216 ,DKMONCW95660022 
DKCOAST216 ,DKMONCW95630044 
DKCOAST216 ,DKMONCW95870002 
DKCOAST216 ,DKMONCW95620067 
DKCOAST216 ,DKMONCW95500074 
DKCOAST216 ,DKMONCW95600110 
DKCOAST216 ,DKMONCW95660017 
DKCOAST216 ,DKMONCW95600028 
DKCOAST217 ,DKMONCW95300001 
DKCOAST217 ,DKMONCW95400004 
DKCOAST217 ,DKMONCW95300019 
DKCOAST217 ,DKMONCW95300037 
DKCOAST217 ,DKMONCW95350007 
DKCOAST217 ,DKMONCW95400059 
DKCOAST217 ,DKMONCW95360001 
DKCOAST217 ,DKMONCW95410096 
DKCOAST217 ,DKMONCW95400058 
DKCOAST217 ,DKMONCW95400063 
DKCOAST217 ,DKMONCW95410100 
DKCOAST217 ,DKMONCW95410117 
DKCOAST217 ,DKMONCW95410118 
DKCOAST217 ,DKMONCW95410090 
DKCOAST217 ,DKMONCW95410094 
DKCOAST217 ,DKMONCW95410122 
DKCOAST217 ,DKMONCW95300006 
DKCOAST217 ,DKMONCW95300035 
DKCOAST217 ,DKMONCW95410083 
DKCOAST218 ,DKMONCW91300150 
DKCOAST218 ,DKMONCW91310008 
DKCOAST218 ,DKMONCW91400003 
DKCOAST218 ,DKMONCW91200009 
DKCOAST218 ,DKMONCW91300162 
DKCOAST219 ,DKMONCW94300013 
DKCOAST219 ,DKMONCW94220007 
DKCOAST219 ,DKMONCW94300001 
DKCOAST219 ,DKMONCW94010051 
DKCOAST219 ,DKMONCW94010070 
DKCOAST219 ,DKMONCW94020001 
DKCOAST219 ,DKMONCW94020052 
DKCOAST219 ,DKMONCW94220003 
DKCOAST219 ,DKMONCW94300010 
DKCOAST219 ,DKMONCW94320001 
DKCOAST219 ,DKMONCW94020122 
DKCOAST219 ,DKMONCW94020145 
DKCOAST219 ,DKMONCW94300020 
DKCOAST219 ,DKMONCW94300047 
DKCOAST219 ,DKMONCW94340045 
DKCOAST219 ,DKMONCW94020130 
DKCOAST219 ,DKMONCW94020125 
DKCOAST219 ,DKMONCW94320005 
DKCOAST219 ,DKMONCW94310006 
DKCOAST219 ,DKMONCW94310005 
DKCOAST219 ,DKMONCW94340048 
DKCOAST219 ,DKMONCW96760008 
DKCOAST219 ,DKMONCW94220033 
DKCOAST219 ,DKMONCW94220044 
DKCOAST219 ,DKMONCW94220046 
DKCOAST219 ,DKMONCW94270007 
DKCOAST219 ,DKMONCW94270006 
DKCOAST219 ,DKMONCW94220050 
DKCOAST219 ,DKMONCW94250001 
DKCOAST219 ,DKMONCW94310004 
DKCOAST219 ,DKMONCW94300008 
DKCOAST219 ,DKMONCW94300036 
DKCOAST220 ,DKMONCW93000272 
DKCOAST220 ,DKMONCW93000142 
DKCOAST220 ,DKMONCW93420289 
DKCOAST221 ,DKMONCW92200001 
DKCOAST221 ,DKMONCW92110008 
DKCOAST221 ,DKMONCW91110004 
DKCOAST221 ,DKMONCW91110012 
DKCOAST221 ,DKMONCW92110019 
DKCOAST221 ,DKMONCW92210011 
DKCOAST221 ,DKMONCW92310001 
DKCOAST221 ,DKMONCW92110018 
DKCOAST221 ,DKMONCW92210015 
DKCOAST222 ,DKMONCW93600004 
DKCOAST222 ,DKMONCW93600013 
DKCOAST222 ,DKMONCW93620005 
DKCOAST222 ,DKMONCW93620013 
DKCOAST222 ,DKMONCW93810006 
DKCOAST222 ,DKMONCW93540001 
DKCOAST222 ,DKMONCW93620009 
DKCOAST222 ,DKMONCW93620017 
DKCOAST222 ,DKMONCW93800022 
DKCOAST222 ,DKMONCW93810004 
DKCOAST222 ,DKMONCW93600019 
DKCOAST222 ,DKMONCW93600026 
DKCOAST222 ,DKMONCW93810005 
DKCOAST223 ,DKMONCW92100016 
DKCOAST223 ,DKMONCW92300009 
DKCOAST224 ,DKMONCW95100001 
DKCOAST224 ,DKMONCW95110015 
DKCOAST224 ,DKMONCW95110016 
DKCOAST224 ,DKMONCW95110017 
DKCOAST224 ,DKMONCW95110018 
DKCOAST224 ,DKMONCW95120020 
DKCOAST224 ,DKMONCW95120019 
DKCOAST224 ,DKMONCW95120021 
DKCOAST224 ,DKMONCW95100055 
DKCOAST224 ,DKMONCW95120010 
DKCOAST225 ,DKMONCW93920046 
DKCOAST225 ,DKMONCW93900042 
DKCOAST225 ,DKMONCW93900039 
DKCOAST225 ,DKMONCW93900043 
DKCOAST225 ,DKMONCW93900041 
DKCOAST225 ,DKMONCW93920066 
DKCOAST225 ,DKMONCW93910010 
DKCOAST225 ,DKMONCW93920057 
DKCOAST225 ,DKMONCW93920058 
DKCOAST225 ,DKMONCW93900017 
DKCOAST225 ,DKMONCW93900053 
DKCOAST225 ,DKMONCW93920049 
DKCOAST231 ,DKMONCW95200001 
DKCOAST231 ,DKMONCW95200003 
DKCOAST231 ,DKMONCW95200004 
DKCOAST231 ,DKMONCW95200050 
DKCOAST231 ,DKMONCW95200051 
DKCOAST231 ,DKMONCW95200058 
DKCOAST231 ,DKMONCW95200055 
DKCOAST231 ,DKMONCW95200059 
DKCOAST231 ,DKMONCW95200060 
DKCOAST231 ,DKMONCW95200052 
DKCOAST231 ,DKMONCW95200046 
DKCOAST231 ,DKMONCW95200045 
DKCOAST232 ,DKMONCW93770031 
DKCOAST232 ,DKMONCW93770056 
DKCOAST232 ,DKMONCW93770105 
DKCOAST232 ,DKMONCW93770104 
DKCOAST232 ,DKMONCW93770087 
DKCOAST232 ,DKMONCW93770101 
DKCOAST232 ,DKMONCW93770086 
DKCOAST232 ,DKMONCW93770058 
DKCOAST232 ,DKMONCW93770062 
DKCOAST233 ,DKMONCW93750006 
DKCOAST233 ,DKMONCW93750009 
DKCOAST233 ,DKMONCW93750008 
DKCOAST233 ,DKMONCW93760001 
DKCOAST233 ,DKMONCW93750121 
DKCOAST233 ,DKMONCW93750068 
DKCOAST233 ,DKMONCW93750074 
DKCOAST233 ,DKMONCW93760049 
DKCOAST233 ,DKMONCW93750119 
DKCOAST233 ,DKMONCW93750077 
DKCOAST233 ,DKMONCW93750086 
DKCOAST233 ,DKMONCW93760062 
DKCOAST233 ,DKMONCW93750089 
DKCOAST233 ,DKMONCW93750071 
DKCOAST233 ,DKMONCW93750063 
DKCOAST234 ,DKMONCW93730002 
DKCOAST234 ,DKMONCW93730065 
DKCOAST234 ,DKMONCW93730066 
DKCOAST234 ,DKMONCW93730003 
DKCOAST234 ,DKMONCW93730005 
DKCOAST234 ,DKMONCW93730006 
DKCOAST234 ,DKMONCW93730007 
DKCOAST234 ,DKMONCW93730012 
DKCOAST234 ,DKMONCW93730048 
DKCOAST234 ,DKMONCW93730041 
DKCOAST234 ,DKMONCW93730042 
DKCOAST234 ,DKMONCW93730067 
DKCOAST235 ,DKMONCW93710010 
DKCOAST235 ,DKMONCW93720002 
DKCOAST235 ,DKMONCW93720041 
DKCOAST235 ,DKMONCW93720104 
DKCOAST235 ,DKMONCW93720107 
DKCOAST235 ,DKMONCW93710044 
DKCOAST235 ,DKMONCW93710049 
DKCOAST235 ,DKMONCW93710045 
DKCOAST235 ,DKMONCW93720096 
DKCOAST235 ,DKMONCW93720106 
DKCOAST235 ,DKMONCW93720105 
DKCOAST235 ,DKMONCW93720097 
DKCOAST235 ,DKMONCW93710020 
DKCOAST235 ,DKMONCW93710031 
DKCOAST235 ,DKMONCW93710040 
DKCOAST235 ,DKMONCW93710067 
DKCOAST235 ,DKMONCW93720087 
DKCOAST235 ,DKMONCW93720088 
DKCOAST236 ,DKMONCW93760006 
DKCOAST236 ,DKMONCW93760003 
DKCOAST236 ,DKMONCW93760004 
DKCOAST236 ,DKMONCW93760005 
DKCOAST236 ,DKMONCW93760007 
DKCOAST236 ,DKMONCW93760009 
DKCOAST236 ,DKMONCW93760022 
DKCOAST236 ,DKMONCW93760077 
DKCOAST236 ,DKMONCW93760041 
DKCOAST236 ,DKMONCW93760068 
DKCOAST236 ,DKMONCW93760076 
DKCOAST236 ,DKMONCW93760030 
DKCOAST238 ,DKMONCW93720011 
DKCOAST238 ,DKMONCW93720100 
DKCOAST238 ,DKMONCW93720091 
DKCOAST238 ,DKMONCW93720116 
DKCOAST238 ,DKMONCW93720080 
DKCOAST34,DKMONCW96200348 
DKCOAST216 ,DKMONCW98110039 
DKCOAST57,DKMONCW208057 
DKCOAST116 ,DKMONCW208116 
DKCOAST210 ,DKMONCW208210 
