VandområdeID ,MålestationsID 
DKRIVER6595 ,DKMONRW22000316 
DKRIVER3315 ,DKMONRW22000317 
DKRIVER2428 ,DKMONRW22000324 
DKRIVER7552 ,DKMONRW22000325 
DKRIVER250,DKMONRW22000368 
DKRIVER8089 ,DKMONRW22000369 
DKRIVER8089 ,DKMONRW22000370 
DKRIVER7443 ,DKMONRW22000371 
DKRIVER7443 ,DKMONRW22000372 
DKRIVER7297 ,DKMONRW22000376 
DKRIVER1668 ,DKMONRW22000384 
DKRIVER7443 ,DKMONRW22000385 
DKRIVER7270 ,DKMONRW22000386 
DKRIVER7245 ,DKMONRW22000387 
DKRIVER7885 ,DKMONRW22000388 
DKRIVER5985 ,DKMONRW22000390 
DKRIVER5032 ,DKMONRW22000391 
DKRIVER167,DKMONRW22000395 
DKRIVER6520 ,DKMONRW22000396 
DKRIVER8420 ,DKMONRW22000399 
DKRIVER8286 ,DKMONRW22000406 
DKRIVER3838 ,DKMONRW22000410 
DKRIVER1536 ,DKMONRW22000411 
DKRIVER5461 ,DKMONRW22000415 
DKRIVER7409 ,DKMONRW22000417 
DKRIVER5476 ,DKMONRW22000421 
DKRIVER5987 ,DKMONRW22000444 
DKRIVER7102 ,DKMONRW22000469 
DKRIVER8218 ,DKMONRW22000471 
DKRIVER8218 ,DKMONRW22000472 
DKRIVER6733 ,DKMONRW22000474 
DKRIVER2293 ,DKMONRW22000494 
DKRIVER2729 ,DKMONRW22000497 
DKRIVER2729 ,DKMONRW22000498 
DKRIVER4540 ,DKMONRW22000500 
DKRIVER8328 ,DKMONRW22000508 
DKRIVER7214 ,DKMONRW22000509 
DKRIVER2156 ,DKMONRW22000517 
DKRIVER1979 ,DKMONRW22000518 
DKRIVER6901 ,DKMONRW22000519 
DKRIVER1194 ,DKMONRW22000521 
DKRIVER7087 ,DKMONRW22000522 
DKRIVER1310 ,DKMONRW22000525 
DKRIVER6485 ,DKMONRW22000528 
DKRIVER4747 ,DKMONRW22000529 
DKRIVER2582 ,DKMONRW22000530 
DKRIVER3264 ,DKMONRW22000535 
DKRIVER3102 ,DKMONRW22000537 
DKRIVER4261 ,DKMONRW22000538 
DKRIVER5748 ,DKMONRW22000539 
DKRIVER1428 ,DKMONRW22000540 
DKRIVER8204 ,DKMONRW22000541 
DKRIVER1410 ,DKMONRW22000542 
DKRIVER6611 ,DKMONRW22000550 
DKRIVER3159 ,DKMONRW22000554 
DKRIVER3159 ,DKMONRW22000555 
DKRIVER3159 ,DKMONRW22000558 
DKRIVER3159 ,DKMONRW22000559 
DKRIVER7546 ,DKMONRW22000565 
DKRIVER4860 ,DKMONRW22000567 
DKRIVER7546 ,DKMONRW22000568 
DKRIVER7546 ,DKMONRW22000569 
DKRIVER7546 ,DKMONRW22000570 
DKRIVER6983 ,DKMONRW22000579 
DKRIVER3427 ,DKMONRW22000584 
DKRIVER7800 ,DKMONRW22000585 
DKRIVER7800 ,DKMONRW22000588 
DKRIVER7800 ,DKMONRW22000592 
DKRIVER4291 ,DKMONRW22000598 
DKRIVER4291 ,DKMONRW22000599 
DKRIVER4291 ,DKMONRW22000601 
DKRIVER4438 ,DKMONRW22000605 
DKRIVER6979 ,DKMONRW22000608 
DKRIVER6979 ,DKMONRW22000610 
DKRIVER6979 ,DKMONRW22000611 
DKRIVER6979 ,DKMONRW22000612 
DKRIVER6979 ,DKMONRW22000613 
DKRIVER6716 ,DKMONRW22000615 
DKRIVER6979 ,DKMONRW22000617 
DKRIVER6979 ,DKMONRW22000618 
DKRIVER7163 ,DKMONRW22000624 
DKRIVER250,DKMONRW22000629 
DKRIVER6081 ,DKMONRW22000634 
DKRIVER7211 ,DKMONRW22000640 
DKRIVER7211 ,DKMONRW22000646 
DKRIVER5796 ,DKMONRW22000654 
DKRIVER5919 ,DKMONRW22000667 
DKRIVER5919 ,DKMONRW22000668 
DKRIVER3315 ,DKMONRW22000674 
DKRIVER6479 ,DKMONRW22000678 
DKRIVER8328 ,DKMONRW22000685 
DKRIVER7746 ,DKMONRW22000687 
DKRIVER1746 ,DKMONRW22000690 
DKRIVER1746 ,DKMONRW22000692 
DKRIVER7746 ,DKMONRW22000694 
DKRIVER5641 ,DKMONRW22000708 
DKRIVER5641 ,DKMONRW22000712 
DKRIVER601,DKMONRW22000717 
DKRIVER601,DKMONRW22000718 
DKRIVER2170 ,DKMONRW22000726 
DKRIVER2170 ,DKMONRW22000727 
DKRIVER4423 ,DKMONRW22000735 
DKRIVER3997 ,DKMONRW22000742 
DKRIVER3997 ,DKMONRW22000745 
DKRIVER5622 ,DKMONRW22000749 
DKRIVER5622 ,DKMONRW22000750 
DKRIVER6604 ,DKMONRW22000752 
DKRIVER3702 ,DKMONRW22000761 
DKRIVER7443 ,DKMONRW22000765 
DKRIVER4260 ,DKMONRW22000776 
DKRIVER1708 ,DKMONRW22000777 
DKRIVER6728 ,DKMONRW22000781 
DKRIVER7072 ,DKMONRW22000788 
DKRIVER4122 ,DKMONRW22000790 
DKRIVER7284 ,DKMONRW22000794 
DKRIVER7284 ,DKMONRW22000795 
DKRIVER7284 ,DKMONRW22000797 
DKRIVER7072 ,DKMONRW22000798 
DKRIVER4122 ,DKMONRW22000799 
DKRIVER19,DKMONRW22000801 
DKRIVER7065 ,DKMONRW22000805 
DKRIVER19,DKMONRW22000809 
DKRIVER3477 ,DKMONRW22000810 
DKRIVER139,DKMONRW22000811 
DKRIVER19,DKMONRW22000815 
DKRIVER6604 ,DKMONRW22000820 
DKRIVER4540 ,DKMONRW22000828 
DKRIVER7831 ,DKMONRW22000833 
DKRIVER950,DKMONRW22000847 
DKRIVER167,DKMONRW22000872 
DKRIVER167,DKMONRW22000873 
DKRIVER167,DKMONRW22000874 
DKRIVER3705 ,DKMONRW22000875 
DKRIVER167,DKMONRW22000878 
DKRIVER167,DKMONRW22000881 
DKRIVER7177 ,DKMONRW22000884 
DKRIVER7177 ,DKMONRW22000886 
DKRIVER7177 ,DKMONRW22000888 
DKRIVER6562 ,DKMONRW22000890 
DKRIVER4071 ,DKMONRW22000893 
DKRIVER6790 ,DKMONRW22000897 
DKRIVER6790 ,DKMONRW22000900 
DKRIVER6790 ,DKMONRW22000901 
DKRIVER6790 ,DKMONRW22000903 
DKRIVER6661 ,DKMONRW22000904 
DKRIVER2511 ,DKMONRW22000910 
DKRIVER2511 ,DKMONRW22000912 
DKRIVER2511 ,DKMONRW22000914 
DKRIVER7270 ,DKMONRW22000917 
DKRIVER7270 ,DKMONRW22000919 
DKRIVER6315 ,DKMONRW22000922 
DKRIVER7048 ,DKMONRW22000925 
DKRIVER3051 ,DKMONRW22000930 
DKRIVER1898 ,DKMONRW22000933 
DKRIVER4704 ,DKMONRW22000934 
DKRIVER5190 ,DKMONRW22000942 
DKRIVER5190 ,DKMONRW22000943 
DKRIVER5263 ,DKMONRW22000944 
DKRIVER4449 ,DKMONRW22000947 
DKRIVER4609 ,DKMONRW22000951 
DKRIVER1551 ,DKMONRW22000960 
DKRIVER5143 ,DKMONRW22000967 
DKRIVER6883 ,DKMONRW22000978 
DKRIVER5790 ,DKMONRW22000988 
DKRIVER5544 ,DKMONRW22000990 
DKRIVER5544 ,DKMONRW22000992 
DKRIVER2670 ,DKMONRW22000998 
DKRIVER7731 ,DKMONRW22001002 
DKRIVER5507 ,DKMONRW22001007 
DKRIVER1658 ,DKMONRW22001017 
DKRIVER4307 ,DKMONRW22001038 
DKRIVER4307 ,DKMONRW22001040 
DKRIVER6373 ,DKMONRW22001046 
DKRIVER6328 ,DKMONRW22001057 
DKRIVER6328 ,DKMONRW22001059 
DKRIVER7064 ,DKMONRW22001060 
DKRIVER7440 ,DKMONRW22001065 
DKRIVER7440 ,DKMONRW22001066 
DKRIVER6969 ,DKMONRW22001105 
DKRIVER4018 ,DKMONRW22001132 
DKRIVER3577 ,DKMONRW22001135 
DKRIVER5942 ,DKMONRW22001139 
DKRIVER3577 ,DKMONRW22001141 
DKRIVER6803 ,DKMONRW22001149 
DKRIVER7543 ,DKMONRW22001155 
DKRIVER5508 ,DKMONRW22001166 
DKRIVER5508 ,DKMONRW22001167 
DKRIVER2636 ,DKMONRW22001171 
DKRIVER6045 ,DKMONRW22001173 
DKRIVER8328 ,DKMONRW22001182 
DKRIVER3664 ,DKMONRW22001186 
DKRIVER5560 ,DKMONRW22001194 
DKRIVER5214 ,DKMONRW22001195 
DKRIVER6784 ,DKMONRW22001203 
DKRIVER3679 ,DKMONRW22001206 
DKRIVER7552 ,DKMONRW22001224 
DKRIVER7552 ,DKMONRW22001226 
DKRIVER1287 ,DKMONRW22001239 
DKRIVER3822 ,DKMONRW22001241 
DKRIVER1287 ,DKMONRW22001244 
DKRIVER249,DKMONRW22001245 
DKRIVER1287 ,DKMONRW22001250 
DKRIVER249,DKMONRW22001252 
DKRIVER249,DKMONRW22001259 
DKRIVER8204 ,DKMONRW22001260 
DKRIVER3264 ,DKMONRW22001261 
DKRIVER8204 ,DKMONRW22001262 
DKRIVER3264 ,DKMONRW22001265 
DKRIVER249,DKMONRW22001274 
DKRIVER5895 ,DKMONRW22001282 
DKRIVER5895 ,DKMONRW22001284 
DKRIVER5895 ,DKMONRW22001285 
DKRIVER6520 ,DKMONRW22001286 
DKRIVER2024 ,DKMONRW22001287 
DKRIVER6515 ,DKMONRW22001291 
DKRIVER7284 ,DKMONRW22001332 
DKRIVER1114 ,DKMONRW22001405 
DKRIVER250,DKMONRW22001406 
DKRIVER5622 ,DKMONRW22001416 
DKRIVER7284 ,DKMONRW22001418 
DKRIVER7284 ,DKMONRW22001419 
DKRIVER7832 ,DKMONRW22001420 
DKRIVER5190 ,DKMONRW22001425 
DKRIVER7886 ,DKMONRW22001440 
DKRIVER7886 ,DKMONRW22001441 
DKRIVER1668 ,DKMONRW22001445 
DKRIVER5032 ,DKMONRW22001446 
DKRIVER5032 ,DKMONRW22001447 
DKRIVER3664 ,DKMONRW22001449 
DKRIVER139,DKMONRW22001473 
DKRIVER249,DKMONRW22001477 
DKRIVER7546 ,DKMONRW22001546 
DKRIVER7299 ,DKMONRW22001547 
DKRIVER7800 ,DKMONRW22001549 
DKRIVER6373 ,DKMONRW22001550 
DKRIVER6979 ,DKMONRW22001551 
DKRIVER6979 ,DKMONRW22001552 
DKRIVER6081 ,DKMONRW22001553 
DKRIVER8089 ,DKMONRW22001559 
DKRIVER8089 ,DKMONRW22001560 
DKRIVER7072 ,DKMONRW22001562 
DKRIVER7177 ,DKMONRW22001564 
DKRIVER7048 ,DKMONRW22001567 
DKRIVER7484 ,DKMONRW22001568 
DKRIVER5143 ,DKMONRW22001569 
DKRIVER3705 ,DKMONRW22001571 
DKRIVER3577 ,DKMONRW22001572 
DKRIVER5508 ,DKMONRW22001573 
DKRIVER1287 ,DKMONRW22001575 
DKRIVER6520 ,DKMONRW22001576 
DKRIVER3824 ,DKMONRW22001579 
DKRIVER482,DKMONRW22001580 
DKRIVER2916 ,DKMONRW22001581 
DKRIVER6333 ,DKMONRW22001584 
DKRIVER4261 ,DKMONRW22001585 
DKRIVER7284 ,DKMONRW22001586 
DKRIVER7284 ,DKMONRW22001587 
DKRIVER7284 ,DKMONRW22001588 
DKRIVER6883 ,DKMONRW22001589 
DKRIVER6883 ,DKMONRW22001590 
DKRIVER8328 ,DKMONRW22001604 
DKRIVER8328 ,DKMONRW22001605 
DKRIVER2511 ,DKMONRW22001612 
DKRIVER2511 ,DKMONRW22001613 
DKRIVER7299 ,DKMONRW22001614 
DKRIVER6099 ,DKMONRW22001615 
DKRIVER8306 ,DKMONRW22001619 
DKRIVER4076 ,DKMONRW23000026 
DKRIVER2328 ,DKMONRW23000031 
DKRIVER5122 ,DKMONRW23000043 
DKRIVER5161 ,DKMONRW23000046 
DKRIVER2483 ,DKMONRW23000048 
DKRIVER8210 ,DKMONRW23000050 
DKRIVER642,DKMONRW23000055 
DKRIVER642,DKMONRW23000056 
DKRIVER642,DKMONRW23000058 
DKRIVER7655 ,DKMONRW23000059 
DKRIVER3007 ,DKMONRW23000061 
DKRIVER909,DKMONRW23000063 
DKRIVER7523 ,DKMONRW23000065 
DKRIVER2278 ,DKMONRW23000066 
DKRIVER797,DKMONRW23000067 
DKRIVER4915 ,DKMONRW23000068 
DKRIVER7535 ,DKMONRW23000069 
DKRIVER8428 ,DKMONRW23000071 
DKRIVER5553 ,DKMONRW23000073 
DKRIVER3742 ,DKMONRW23000075 
DKRIVER6531 ,DKMONRW23000076 
DKRIVER6667 ,DKMONRW23000077 
DKRIVER909,DKMONRW23000078 
DKRIVER8210 ,DKMONRW23000079 
DKRIVER2123 ,DKMONRW23000082 
DKRIVER3235 ,DKMONRW23000083 
DKRIVER3235 ,DKMONRW23000084 
DKRIVER1429 ,DKMONRW23000086 
DKRIVER4225 ,DKMONRW23000091 
DKRIVER3825 ,DKMONRW23000096 
DKRIVER2322 ,DKMONRW23000100 
DKRIVER6662 ,DKMONRW23000101 
DKRIVER8079 ,DKMONRW23000103 
DKRIVER7121 ,DKMONRW23000105 
DKRIVER909,DKMONRW23000109 
DKRIVER3870 ,DKMONRW23000126 
DKRIVER433,DKMONRW23000127 
DKRIVER7848 ,DKMONRW23000131 
DKRIVER6325 ,DKMONRW23000138 
DKRIVER4076 ,DKMONRW23000140 
DKRIVER1973 ,DKMONRW23000141 
DKRIVER2029 ,DKMONRW23000142 
DKRIVER8254 ,DKMONRW23000143 
DKRIVER6183 ,DKMONRW23000144 
DKRIVER1624 ,DKMONRW23000146 
DKRIVER2491 ,DKMONRW23000170 
DKRIVER3537 ,DKMONRW23000181 
DKRIVER7008 ,DKMONRW23000198 
DKRIVER2249 ,DKMONRW23000251 
DKRIVER3363 ,DKMONRW23000253 
DKRIVER909,DKMONRW23000258 
DKRIVER3203 ,DKMONRW23000269 
DKRIVER3399 ,DKMONRW23000283 
DKRIVER1786 ,DKMONRW23000285 
DKRIVER1786 ,DKMONRW23000286 
DKRIVER7663 ,DKMONRW23000287 
DKRIVER2732 ,DKMONRW23000289 
DKRIVER2483 ,DKMONRW23000291 
DKRIVER1183 ,DKMONRW23000294 
DKRIVER4076 ,DKMONRW23000309 
DKRIVER4076 ,DKMONRW23000312 
DKRIVER1820 ,DKMONRW23000316 
DKRIVER1737 ,DKMONRW23000321 
DKRIVER2720 ,DKMONRW23000325 
DKRIVER1374 ,DKMONRW23000326 
DKRIVER642,DKMONRW23000343 
DKRIVER5343 ,DKMONRW23000351 
DKRIVER3007 ,DKMONRW23000355 
DKRIVER3007 ,DKMONRW23000356 
DKRIVER5122 ,DKMONRW23000362 
DKRIVER1929 ,DKMONRW23000369 
DKRIVER6172 ,DKMONRW23000373 
DKRIVER6172 ,DKMONRW23000374 
DKRIVER6489 ,DKMONRW23000379 
DKRIVER6207 ,DKMONRW23000386 
DKRIVER8415 ,DKMONRW23000401 
DKRIVER3618 ,DKMONRW23000402 
DKRIVER1957 ,DKMONRW23000403 
DKRIVER1957 ,DKMONRW23000404 
DKRIVER1957 ,DKMONRW23000408 
DKRIVER1805 ,DKMONRW23000410 
DKRIVER1957 ,DKMONRW23000412 
DKRIVER2161 ,DKMONRW23000428 
DKRIVER7523 ,DKMONRW23000434 
DKRIVER4832 ,DKMONRW23000438 
DKRIVER4184 ,DKMONRW23000441 
DKRIVER4986 ,DKMONRW23000450 
DKRIVER2198 ,DKMONRW23000457 
DKRIVER7123 ,DKMONRW23000460 
DKRIVER2198 ,DKMONRW23000461 
DKRIVER3870 ,DKMONRW23000463 
DKRIVER3870 ,DKMONRW23000465 
DKRIVER3870 ,DKMONRW23000466 
DKRIVER433,DKMONRW23000470 
DKRIVER433,DKMONRW23000471 
DKRIVER2278 ,DKMONRW23000484 
DKRIVER2278 ,DKMONRW23000485 
DKRIVER3836 ,DKMONRW23000490 
DKRIVER3836 ,DKMONRW23000492 
DKRIVER2278 ,DKMONRW23000493 
DKRIVER2278 ,DKMONRW23000497 
DKRIVER3421 ,DKMONRW23000502 
DKRIVER2037 ,DKMONRW23000507 
DKRIVER2037 ,DKMONRW23000511 
DKRIVER2037 ,DKMONRW23000512 
DKRIVER8062 ,DKMONRW23000517 
DKRIVER8062 ,DKMONRW23000518 
DKRIVER2711 ,DKMONRW23000525 
DKRIVER797,DKMONRW23000540 
DKRIVER797,DKMONRW23000541 
DKRIVER2328 ,DKMONRW23000551 
DKRIVER3182 ,DKMONRW23000554 
DKRIVER3182 ,DKMONRW23000555 
DKRIVER6662 ,DKMONRW23000565 
DKRIVER7056 ,DKMONRW23000567 
DKRIVER6662 ,DKMONRW23000569 
DKRIVER8337 ,DKMONRW23000574 
DKRIVER8337 ,DKMONRW23000576 
DKRIVER2052 ,DKMONRW23000577 
DKRIVER1307 ,DKMONRW23000580 
DKRIVER2483 ,DKMONRW23000587 
DKRIVER1530 ,DKMONRW23000590 
DKRIVER1530 ,DKMONRW23000597 
DKRIVER3423 ,DKMONRW23000604 
DKRIVER3423 ,DKMONRW23000609 
DKRIVER3423 ,DKMONRW23000610 
DKRIVER7453 ,DKMONRW23000613 
DKRIVER3421 ,DKMONRW23000622 
DKRIVER7849 ,DKMONRW23000624 
DKRIVER7849 ,DKMONRW23000628 
DKRIVER4961 ,DKMONRW23000629 
DKRIVER5223 ,DKMONRW23000631 
DKRIVER6720 ,DKMONRW23000633 
DKRIVER7182 ,DKMONRW23000640 
DKRIVER4772 ,DKMONRW23000645 
DKRIVER5553 ,DKMONRW23000648 
DKRIVER8305 ,DKMONRW23000650 
DKRIVER8305 ,DKMONRW23000652 
DKRIVER5168 ,DKMONRW23000657 
DKRIVER2552 ,DKMONRW23000670 
DKRIVER4698 ,DKMONRW23000672 
DKRIVER2942 ,DKMONRW23000673 
DKRIVER2168 ,DKMONRW23000677 
DKRIVER2395 ,DKMONRW23000682 
DKRIVER8416 ,DKMONRW23000697 
DKRIVER5688 ,DKMONRW23000702 
DKRIVER3742 ,DKMONRW23000706 
DKRIVER4765 ,DKMONRW23000709 
DKRIVER6826 ,DKMONRW23000714 
DKRIVER6531 ,DKMONRW23000724 
DKRIVER7000 ,DKMONRW23000726 
DKRIVER7000 ,DKMONRW23000728 
DKRIVER2343 ,DKMONRW23000734 
DKRIVER2343 ,DKMONRW23000737 
DKRIVER7152 ,DKMONRW23000740 
DKRIVER7152 ,DKMONRW23000742 
DKRIVER7152 ,DKMONRW23000743 
DKRIVER5236 ,DKMONRW23000748 
DKRIVER5166 ,DKMONRW23000755 
DKRIVER6083 ,DKMONRW23000756 
DKRIVER5166 ,DKMONRW23000758 
DKRIVER4194 ,DKMONRW23000765 
DKRIVER4194 ,DKMONRW23000767 
DKRIVER7589 ,DKMONRW23000769 
DKRIVER4088 ,DKMONRW23000774 
DKRIVER3918 ,DKMONRW23000776 
DKRIVER3825 ,DKMONRW23000791 
DKRIVER3825 ,DKMONRW23000792 
DKRIVER3825 ,DKMONRW23000793 
DKRIVER3825 ,DKMONRW23000796 
DKRIVER8055 ,DKMONRW23000810 
DKRIVER8210 ,DKMONRW23000817 
DKRIVER8210 ,DKMONRW23000819 
DKRIVER5122 ,DKMONRW23000830 
DKRIVER5122 ,DKMONRW23000834 
DKRIVER5122 ,DKMONRW23000838 
DKRIVER5122 ,DKMONRW23000840 
DKRIVER7655 ,DKMONRW23000846 
DKRIVER7258 ,DKMONRW23000868 
DKRIVER7258 ,DKMONRW23000869 
DKRIVER8391 ,DKMONRW23000879 
DKRIVER2603 ,DKMONRW23000881 
DKRIVER6371 ,DKMONRW23000883 
DKRIVER3007 ,DKMONRW23000887 
DKRIVER684,DKMONRW23000889 
DKRIVER3177 ,DKMONRW23000891 
DKRIVER4751 ,DKMONRW23000892 
DKRIVER6182 ,DKMONRW23000904 
DKRIVER2770 ,DKMONRW23000907 
DKRIVER5122 ,DKMONRW23000914 
DKRIVER2752 ,DKMONRW23000918 
DKRIVER3430 ,DKMONRW23000921 
DKRIVER3235 ,DKMONRW23000924 
DKRIVER2123 ,DKMONRW23000925 
DKRIVER3235 ,DKMONRW23000927 
DKRIVER3501 ,DKMONRW23000938 
DKRIVER7280 ,DKMONRW23000944 
DKRIVER642,DKMONRW23000951 
DKRIVER7258 ,DKMONRW23000956 
DKRIVER7663 ,DKMONRW23000992 
DKRIVER6172 ,DKMONRW23000994 
DKRIVER909,DKMONRW23000995 
DKRIVER3870 ,DKMONRW23000997 
DKRIVER797,DKMONRW23000998 
DKRIVER4915 ,DKMONRW23000999 
DKRIVER3235 ,DKMONRW23001001 
DKRIVER8254 ,DKMONRW23001002 
DKRIVER8091 ,DKMONRW23001003 
DKRIVER929,DKMONRW23001010 
DKRIVER3836 ,DKMONRW23001055 
DKRIVER4986 ,DKMONRW23001097 
DKRIVER6970 ,DKMONRW23001098 
DKRIVER1451 ,DKMONRW23001099 
DKRIVER1530 ,DKMONRW23001103 
DKRIVER6826 ,DKMONRW23001107 
DKRIVER8435 ,DKMONRW23001120 
DKRIVER8338 ,DKMONRW24000002 
DKRIVER679,DKMONRW24000022 
DKRIVER2308 ,DKMONRW24000042 
DKRIVER6101 ,DKMONRW24000046 
DKRIVER2923 ,DKMONRW24000053 
DKRIVER2049 ,DKMONRW24000057 
DKRIVER1633 ,DKMONRW24000061 
DKRIVER5275 ,DKMONRW24000119 
DKRIVER1981 ,DKMONRW24000120 
DKRIVER8262 ,DKMONRW24000121 
DKRIVER306,DKMONRW24000122 
DKRIVER3982 ,DKMONRW24000160 
DKRIVER1861 ,DKMONRW24000167 
DKRIVER1682 ,DKMONRW24000172 
DKRIVER1682 ,DKMONRW24000173 
DKRIVER4376 ,DKMONRW24000176 
DKRIVER3342 ,DKMONRW24000179 
DKRIVER3342 ,DKMONRW24000181 
DKRIVER6089 ,DKMONRW24000185 
DKRIVER8426 ,DKMONRW24000193 
DKRIVER40,DKMONRW24000212 
DKRIVER40,DKMONRW24000213 
DKRIVER4480 ,DKMONRW24000215 
DKRIVER2304 ,DKMONRW24000222 
DKRIVER8426 ,DKMONRW24000228 
DKRIVER4712 ,DKMONRW24000230 
DKRIVER8338 ,DKMONRW24000233 
DKRIVER7773 ,DKMONRW24000239 
DKRIVER2459 ,DKMONRW24000249 
DKRIVER1476 ,DKMONRW24000255 
DKRIVER2096 ,DKMONRW24000256 
DKRIVER5866 ,DKMONRW24000257 
DKRIVER40,DKMONRW24000261 
DKRIVER8489 ,DKMONRW24000267 
DKRIVER40,DKMONRW24000293 
DKRIVER1156 ,DKMONRW24000312 
DKRIVER1156 ,DKMONRW24000319 
DKRIVER1156 ,DKMONRW24000326 
DKRIVER120,DKMONRW24000331 
DKRIVER120,DKMONRW24000336 
DKRIVER8071 ,DKMONRW24000344 
DKRIVER5077 ,DKMONRW24000360 
DKRIVER1180 ,DKMONRW24000361 
DKRIVER2842 ,DKMONRW24000365 
DKRIVER2842 ,DKMONRW24000367 
DKRIVER2842 ,DKMONRW24000370 
DKRIVER2842 ,DKMONRW24000372 
DKRIVER1180 ,DKMONRW24000373 
DKRIVER4027 ,DKMONRW24000375 
DKRIVER1699 ,DKMONRW24000378 
DKRIVER4027 ,DKMONRW24000379 
DKRIVER5680 ,DKMONRW24000384 
DKRIVER8097 ,DKMONRW24000389 
DKRIVER2459 ,DKMONRW24000396 
DKRIVER8288 ,DKMONRW24000400 
DKRIVER2167 ,DKMONRW24000401 
DKRIVER8288 ,DKMONRW24000407 
DKRIVER2167 ,DKMONRW24000408 
DKRIVER2167 ,DKMONRW24000412 
DKRIVER7649 ,DKMONRW24000414 
DKRIVER3354 ,DKMONRW24000415 
DKRIVER3354 ,DKMONRW24000419 
DKRIVER2335 ,DKMONRW24000421 
DKRIVER2335 ,DKMONRW24000423 
DKRIVER3354 ,DKMONRW24000427 
DKRIVER2335 ,DKMONRW24000433 
DKRIVER3354 ,DKMONRW24000436 
DKRIVER2459 ,DKMONRW24000437 
DKRIVER2459 ,DKMONRW24000443 
DKRIVER40,DKMONRW24000448 
DKRIVER8477 ,DKMONRW24000454 
DKRIVER8477 ,DKMONRW24000456 
DKRIVER8477 ,DKMONRW24000457 
DKRIVER40,DKMONRW24000471 
DKRIVER40,DKMONRW24000483 
DKRIVER2901 ,DKMONRW24000493 
DKRIVER4027 ,DKMONRW24000494 
DKRIVER4027 ,DKMONRW24000495 
DKRIVER4640 ,DKMONRW24000509 
DKRIVER4640 ,DKMONRW24000513 
DKRIVER4640 ,DKMONRW24000514 
DKRIVER4055 ,DKMONRW24000519 
DKRIVER5199 ,DKMONRW24000521 
DKRIVER5243 ,DKMONRW24000523 
DKRIVER4058 ,DKMONRW24000531 
DKRIVER4058 ,DKMONRW24000533 
DKRIVER4058 ,DKMONRW24000535 
DKRIVER2213 ,DKMONRW24000541 
DKRIVER8439 ,DKMONRW24000546 
DKRIVER6049 ,DKMONRW24000548 
DKRIVER4640 ,DKMONRW24000552 
DKRIVER5808 ,DKMONRW24000554 
DKRIVER5448 ,DKMONRW24000556 
DKRIVER5275 ,DKMONRW24000557 
DKRIVER5275 ,DKMONRW24000558 
DKRIVER5808 ,DKMONRW24000560 
DKRIVER5770 ,DKMONRW24000561 
DKRIVER5770 ,DKMONRW24000562 
DKRIVER1902 ,DKMONRW24000565 
DKRIVER2188 ,DKMONRW24000567 
DKRIVER3037 ,DKMONRW24000572 
DKRIVER2335 ,DKMONRW24000574 
DKRIVER7516 ,DKMONRW24000576 
DKRIVER3037 ,DKMONRW24000587 
DKRIVER8287 ,DKMONRW24000596 
DKRIVER4619 ,DKMONRW24000620 
DKRIVER3219 ,DKMONRW24000627 
DKRIVER4027 ,DKMONRW24000632 
DKRIVER4027 ,DKMONRW24000633 
DKRIVER8250 ,DKMONRW24000634 
DKRIVER8250 ,DKMONRW24000638 
DKRIVER8250 ,DKMONRW24000651 
DKRIVER8250 ,DKMONRW24000653 
DKRIVER8180 ,DKMONRW24000657 
DKRIVER5946 ,DKMONRW24000660 
DKRIVER1768 ,DKMONRW24000661 
DKRIVER6089 ,DKMONRW24000665 
DKRIVER2842 ,DKMONRW24000670 
DKRIVER5808 ,DKMONRW24000682 
DKRIVER8426 ,DKMONRW24000684 
DKRIVER8180 ,DKMONRW24000685 
DKRIVER8122 ,DKMONRW25000018 
DKRIVER6702 ,DKMONRW25000021 
DKRIVER7487 ,DKMONRW25000075 
DKRIVER6041 ,DKMONRW25000077 
DKRIVER4179 ,DKMONRW25000078 
DKRIVER4620 ,DKMONRW25000080 
DKRIVER8171 ,DKMONRW25000082 
DKRIVER4312 ,DKMONRW25000085 
DKRIVER4323 ,DKMONRW25000086 
DKRIVER458,DKMONRW25000090 
DKRIVER7873 ,DKMONRW25000091 
DKRIVER7776 ,DKMONRW25000097 
DKRIVER4292 ,DKMONRW25000106 
DKRIVER45,DKMONRW25000210 
DKRIVER5612 ,DKMONRW25000249 
DKRIVER7012 ,DKMONRW25000313 
DKRIVER2008 ,DKMONRW25000325 
DKRIVER646,DKMONRW25000368 
DKRIVER7180 ,DKMONRW25000369 
DKRIVER646,DKMONRW25000376 
DKRIVER658,DKMONRW25000398 
DKRIVER6058 ,DKMONRW25000425 
DKRIVER6326 ,DKMONRW25000447 
DKRIVER8270 ,DKMONRW25000459 
DKRIVER7414 ,DKMONRW25000483 
DKRIVER6838 ,DKMONRW25000501 
DKRIVER7027 ,DKMONRW25000532 
DKRIVER6732 ,DKMONRW25000534 
DKRIVER4535 ,DKMONRW25000535 
DKRIVER7097 ,DKMONRW25000536 
DKRIVER3624 ,DKMONRW25000537 
DKRIVER6585 ,DKMONRW25000538 
DKRIVER3420 ,DKMONRW25000539 
DKRIVER8591 ,DKMONRW25000540 
DKRIVER6237 ,DKMONRW25000541 
DKRIVER2584 ,DKMONRW25000542 
DKRIVER5103 ,DKMONRW25000543 
DKRIVER6614 ,DKMONRW25000544 
DKRIVER6106 ,DKMONRW25000545 
